Input.name;clip;Answer.Competence;Answer.Engagement;Answer.Persuasiveness;Answer.Global
ALS01;middle;4.358898943540674;3.696845502136472;4.08248290463863;77.15568676384133
ALS02;middle;4.69041575982343;3.4641016151377544;4.69041575982343;81.00411512180519
ALS03;middle;4.358898943540674;4.08248290463863;4.358898943540674;86.71985547343431
ALS04;middle;5.0;4.69041575982343;4.69041575982343;88.46845012017938
ALS05;middle;4.69041575982343;3.696845502136472;4.358898943540674;83.56634091147782
ALS06;middle;3.696845502136472;4.08248290463863;4.43471156521669;79.174911851335
ALS07;middle;4.43471156521669;3.7859388972001824;4.43471156521669;82.97188278768496
ALS08;middle;4.242640687119285;3.559026084010437;4.43471156521669;73.52777253074741
ALS09;middle;3.872983346207417;3.872983346207417;2.160246899469287;72.79652006334734
ALS10;middle;3.696845502136472;3.366501646120693;3.872983346207417;85.04900548115383
ALS11;middle;4.43471156521669;3.7859388972001824;4.43471156521669;88.33647793144875
ANT01;middle;3.1622776601683795;2.6457513110645907;3.4641016151377544;74.05853540724841
ANT02;middle;3.366501646120693;3.696845502136472;4.358898943540674;79.20648121629105
BFC01;middle;3.366501646120693;2.70801280154532;2.6457513110645907;56.01487897573882
BFC02;middle;4.69041575982343;4.08248290463863;5.0;75.40557008603542
BFC03;middle;4.358898943540674;3.366501646120693;4.358898943540674;73.2780094343908
BFC04;middle;3.366501646120693;3.4641016151377544;3.872983346207417;66.23946457110495
BFC05;middle;4.0;3.696845502136472;3.696845502136472;86.39637338067688
BFC06;middle;3.696845502136472;3.1091263510296048;3.872983346207417;87.72114910328068
BFC07;middle;3.366501646120693;2.8284271247461903;3.696845502136472;63.98697784184946
BFC08;middle;4.08248290463863;4.358898943540674;4.43471156521669;76.70940837559193
BFC09;middle;4.08248290463863;3.696845502136472;3.696845502136472;65.80273550544841
BFC10;middle;2.516611478423583;2.6457513110645907;2.160246899469287;51.34199061197374
BOD01;middle;4.08248290463863;4.358898943540674;3.7859388972001824;80.33679107357973
BOD02;middle;4.08248290463863;3.696845502136472;4.69041575982343;73.67948606407802
BOD03;middle;3.4641016151377544;3.872983346207417;2.6457513110645907;66.81816120387231
BOD04;middle;3.4641016151377544;3.4641016151377544;2.160246899469287;53.54126134736337
BOD05;middle;3.1091263510296048;3.696845502136472;3.366501646120693;73.38255923582933
BOD06;middle;4.43471156521669;3.696845502136472;3.696845502136472;76.85917858872376
BOD07;middle;4.358898943540674;3.366501646120693;4.08248290463863;81.6026960338934
BOD08;middle;3.559026084010437;3.1091263510296048;3.872983346207417;59.301489582190655
BOD09;middle;3.1091263510296048;3.366501646120693;3.1091263510296048;71.88184749990779
BOD10;middle;4.358898943540674;3.366501646120693;3.366501646120693;72.65213922062676
BOD11;middle;3.4641016151377544;3.559026084010437;3.366501646120693;69.46221994724903
BOD12;middle;4.69041575982343;4.242640687119285;3.7416573867739413;85.88558280254803
BOD13;middle;4.43471156521669;3.872983346207417;4.69041575982343;71.43295224661142
BOD14;middle;3.366501646120693;3.1091263510296048;3.366501646120693;57.41370335846081
BOD15;middle;4.358898943540674;4.0;4.69041575982343;89.40171512150461
BOD16;middle;3.366501646120693;3.696845502136472;3.0;56.6421515598881
BRE01;middle;4.08248290463863;3.4641016151377544;3.696845502136472;73.13457914466089
BRE02;middle;3.696845502136472;3.366501646120693;4.0;76.97185632857419
BRE03;middle;4.08248290463863;2.8284271247461903;3.559026084010437;62.36719223010337
BRE04;middle;3.4641016151377544;3.1091263510296048;3.4641016151377544;58.44940832321003
BRE05;middle;3.366501646120693;3.1091263510296048;3.366501646120693;68.45923361144695
BRE06;middle;3.7859388972001824;3.4641016151377544;3.559026084010437;60.17197575837665
BRE07;middle;4.08248290463863;3.1091263510296048;3.696845502136472;80.4280216508318
BRE08;middle;4.43471156521669;3.696845502136472;3.696845502136472;81.63740972536223
BRE09;middle;4.69041575982343;3.0;4.358898943540674;83.36466077821385
BRE10;middle;3.696845502136472;3.1091263510296048;3.4641016151377544;64.60392144960448
BRE11;middle;4.08248290463863;3.4641016151377544;3.872983346207417;75.49834435270749
BRE12;middle;4.08248290463863;3.696845502136472;4.43471156521669;81.75777231146488
BRE13;middle;4.08248290463863;3.4641016151377544;4.08248290463863;80.2869852466762
BRE14;middle;3.366501646120693;3.1091263510296048;2.70801280154532;58.09475019311125
BRE15;middle;3.4641016151377544;4.08248290463863;3.1091263510296048;76.5702292016943
BRE16;middle;4.69041575982343;4.69041575982343;4.358898943540674;93.26842981416596
CFE01;middle;4.358898943540674;3.366501646120693;3.3166247903554;78.97256907728574
CFE02;middle;3.366501646120693;3.7859388972001824;3.0;76.8418288867897
CFE03;middle;3.696845502136472;3.696845502136472;3.696845502136472;77.2463591375024
CFE04;middle;3.366501646120693;2.70801280154532;3.1091263510296048;68.20557161991974
CFE05;middle;4.69041575982343;5.0;3.7859388972001824;81.70067319184096
CFE06;middle;3.559026084010437;3.7859388972001824;4.08248290463863;75.44313531837517
CFE07;middle;3.696845502136472;3.696845502136472;4.08248290463863;82.95782060782456
CFE08;middle;3.7859388972001824;3.696845502136472;3.7859388972001824;58.03734429945372
CFE09;middle;4.08248290463863;3.1091263510296048;4.08248290463863;74.52963616352
CFE10;middle;3.559026084010437;3.4641016151377544;3.366501646120693;64.56779382943171
