Input.name;clip;Answer.Competence;Answer.Engagement;Answer.Persuasiveness;Answer.Global
ALS01;middle;4.333333333333333;3.6666666666666665;4.0;77.0
ALS02;middle;4.666666666666667;3.3333333333333335;4.666666666666667;81.0
ALS03;middle;4.333333333333333;4.0;4.333333333333333;86.33333333333333
ALS04;middle;5.0;4.666666666666667;4.666666666666667;88.0
ALS05;middle;4.666666666666667;3.6666666666666665;4.333333333333333;83.33333333333333
ALS06;middle;3.6666666666666665;4.0;4.333333333333333;78.0
ALS07;middle;4.333333333333333;3.6666666666666665;4.333333333333333;80.33333333333333
ALS08;middle;4.0;3.3333333333333335;4.333333333333333;72.33333333333333
ALS09;middle;3.6666666666666665;3.6666666666666665;2.0;71.33333333333333
ALS10;middle;3.6666666666666665;3.3333333333333335;3.6666666666666665;83.33333333333333
ALS11;middle;4.333333333333333;3.6666666666666665;4.333333333333333;87.33333333333333
ANT01;middle;2.6666666666666665;2.3333333333333335;3.3333333333333335;72.66666666666667
ANT02;middle;3.3333333333333335;3.6666666666666665;4.333333333333333;79.0
BFC01;middle;3.3333333333333335;2.6666666666666665;2.3333333333333335;55.0
BFC02;middle;4.666666666666667;4.0;5.0;75.33333333333333
BFC03;middle;4.333333333333333;3.3333333333333335;4.333333333333333;73.0
BFC04;middle;3.3333333333333335;3.3333333333333335;3.6666666666666665;63.0
BFC05;middle;4.0;3.6666666666666665;3.6666666666666665;86.33333333333333
BFC06;middle;3.6666666666666665;3.0;3.6666666666666665;87.0
BFC07;middle;3.3333333333333335;2.6666666666666665;3.6666666666666665;59.666666666666664
BFC08;middle;4.0;4.333333333333333;4.333333333333333;76.33333333333333
BFC09;middle;4.0;3.6666666666666665;3.6666666666666665;65.33333333333333
BFC10;middle;2.3333333333333335;2.3333333333333335;2.0;48.666666666666664
BOD01;middle;4.0;4.333333333333333;3.6666666666666665;80.0
BOD02;middle;4.0;3.6666666666666665;4.666666666666667;68.66666666666667
BOD03;middle;3.3333333333333335;3.6666666666666665;2.3333333333333335;64.0
BOD04;middle;3.3333333333333335;3.3333333333333335;2.0;53.333333333333336
BOD05;middle;3.0;3.6666666666666665;3.3333333333333335;73.0
BOD06;middle;4.333333333333333;3.6666666666666665;3.6666666666666665;76.66666666666667
BOD07;middle;4.333333333333333;3.3333333333333335;4.0;81.0
BOD08;middle;3.3333333333333335;3.0;3.6666666666666665;58.0
BOD09;middle;3.0;3.3333333333333335;3.0;70.33333333333333
BOD10;middle;4.333333333333333;3.3333333333333335;3.3333333333333335;72.33333333333333
BOD11;middle;3.3333333333333335;3.3333333333333335;3.3333333333333335;68.33333333333333
BOD12;middle;4.666666666666667;4.0;3.3333333333333335;85.66666666666667
BOD13;middle;4.333333333333333;3.6666666666666665;4.666666666666667;70.0
BOD14;middle;3.3333333333333335;3.0;3.3333333333333335;55.666666666666664
BOD15;middle;4.333333333333333;4.0;4.666666666666667;88.66666666666667
BOD16;middle;3.3333333333333335;3.6666666666666665;3.0;56.333333333333336
BRE01;middle;4.0;3.3333333333333335;3.6666666666666665;71.33333333333333
BRE02;middle;3.6666666666666665;3.3333333333333335;4.0;76.66666666666667
BRE03;middle;4.0;2.6666666666666665;3.3333333333333335;59.0
BRE04;middle;3.3333333333333335;3.0;3.3333333333333335;57.666666666666664
BRE05;middle;3.3333333333333335;3.0;3.3333333333333335;67.33333333333333
BRE06;middle;3.6666666666666665;3.3333333333333335;3.3333333333333335;56.666666666666664
BRE07;middle;4.0;3.0;3.6666666666666665;78.66666666666667
BRE08;middle;4.333333333333333;3.6666666666666665;3.6666666666666665;80.66666666666667
BRE09;middle;4.666666666666667;3.0;4.333333333333333;83.0
BRE10;middle;3.6666666666666665;3.0;3.3333333333333335;63.0
BRE11;middle;4.0;3.3333333333333335;3.6666666666666665;74.0
BRE12;middle;4.0;3.6666666666666665;4.333333333333333;79.66666666666667
BRE13;middle;4.0;3.3333333333333335;4.0;78.66666666666667
BRE14;middle;3.3333333333333335;3.0;2.6666666666666665;57.0
BRE15;middle;3.3333333333333335;4.0;3.0;74.33333333333333
BRE16;middle;4.666666666666667;4.666666666666667;4.333333333333333;93.0
CFE01;middle;4.333333333333333;3.3333333333333335;3.0;78.66666666666667
CFE02;middle;3.3333333333333335;3.6666666666666665;3.0;76.0
CFE03;middle;3.6666666666666665;3.6666666666666665;3.6666666666666665;76.33333333333333
CFE04;middle;3.3333333333333335;2.6666666666666665;3.0;64.66666666666667
CFE05;middle;4.666666666666667;5.0;3.6666666666666665;80.33333333333333
CFE06;middle;3.3333333333333335;3.6666666666666665;4.0;75.0
CFE07;middle;3.6666666666666665;3.6666666666666665;4.0;82.0
CFE08;middle;3.6666666666666665;3.6666666666666665;3.6666666666666665;57.666666666666664
CFE09;middle;4.0;3.0;4.0;73.33333333333333
