Input.name;clip;Answer.Competence;Answer.Engagement;Answer.Persuasiveness;Answer.Global
ALS01;end;4.999999999999999;1.8947368421052633;4.285714285714286;82.17391304347825
ALS02;end;3.829787234042554;3.6000000000000005;3.4615384615384612;63.338198757763976
ALS03;end;3.4615384615384612;3.0;3.2727272727272734;71.7396857196519
ALS04;end;3.2727272727272734;2.7692307692307696;2.7692307692307696;41.8666754582619
ALS05;end;3.1578947368421053;2.4;3.0;56.86602493293357
ALS06;end;3.6000000000000005;3.6000000000000005;3.6000000000000005;62.273476112026366
ALS07;end;3.1578947368421053;2.5714285714285716;3.1578947368421053;53.56978429533634
ALS08;end;3.829787234042554;2.0;3.6000000000000005;60.86904584142153
ALS09;end;3.829787234042554;2.0689655172413794;3.829787234042554;78.57963446475195
ALS10;end;3.6000000000000005;1.8000000000000003;3.0;68.29509112492146
ALS11;end;2.7692307692307696;2.5714285714285716;2.5714285714285716;52.33807869072974
ANT01;end;4.285714285714286;4.0;3.829787234042554;87.55364806866953
ANT02;end;3.8297872340425534;3.333333333333333;1.7142857142857142;68.53889943074005
BFC01;end;3.6000000000000005;2.5714285714285716;2.5714285714285716;38.490566037735846
BFC02;end;4.090909090909091;4.0;3.8297872340425534;82.97872340425532
BFC03;end;3.829787234042554;2.9032258064516134;1.6363636363636365;74.3827518256636
BFC04;end;3.4615384615384612;3.829787234042554;3.829787234042554;74.47405329593268
BFC05;end;4.0;4.285714285714286;2.9032258064516134;59.046370637391455
BFC06;end;3.829787234042554;3.6000000000000005;3.829787234042554;70.9146532789457
BFC07;end;3.272727272727273;2.7692307692307696;2.7692307692307696;66.3227030577246
BFC08;end;3.272727272727273;2.5714285714285716;2.7692307692307696;47.11354309165527
BFC09;end;4.0;4.0;4.0;71.23384849252596
BFC10;end;3.6000000000000005;4.0;3.0;63.68584758942457
BOD01;end;2.5714285714285716;2.25;2.5714285714285716;52.48071077858312
BOD02;end;4.0;2.5714285714285716;3.6000000000000005;71.54486228471909
BOD03;end;3.8297872340425534;3.8297872340425534;3.6000000000000005;74.97296668798326
BOD04;end;2.5714285714285716;2.25;2.25;41.21495327102804
BOD05;end;3.6000000000000005;2.7692307692307696;3.0;59.372485921158486
BOD06;end;3.0;2.4;3.0;61.08687615526802
BOD07;end;4.0;3.6000000000000005;3.6000000000000005;69.54719154414256
BOD08;end;1.8947368421052633;2.7692307692307696;2.25;48.707616707616715
