Input.name;clip;Answer.Competence;Answer.Engagement;Answer.Persuasiveness;Answer.Global
ALS01;end;5.0;2.6666666666666665;4.333333333333333;83.33333333333333
ALS02;end;4.0;3.6666666666666665;3.6666666666666665;66.33333333333333
ALS03;end;3.6666666666666665;3.0;3.3333333333333335;73.33333333333333
ALS04;end;3.3333333333333335;3.0;3.0;53.0
ALS05;end;3.6666666666666665;2.6666666666666665;3.3333333333333335;67.0
ALS06;end;3.6666666666666665;3.6666666666666665;3.6666666666666665;64.0
ALS07;end;3.6666666666666665;2.6666666666666665;3.6666666666666665;64.66666666666667
ALS08;end;4.0;3.0;3.6666666666666665;68.33333333333333
ALS09;end;4.0;3.3333333333333335;4.0;80.33333333333333
ALS10;end;3.6666666666666665;2.3333333333333335;3.3333333333333335;69.33333333333333
ALS11;end;3.0;2.6666666666666665;2.6666666666666665;55.333333333333336
ANT01;end;4.333333333333333;4.0;4.0;88.33333333333333
ANT02;end;4.0;4.0;2.3333333333333335;70.66666666666667
BFC01;end;3.6666666666666665;2.6666666666666665;2.6666666666666665;40.333333333333336
BFC02;end;4.333333333333333;4.0;4.0;84.33333333333333
BFC03;end;4.0;3.3333333333333335;2.0;76.33333333333333
BFC04;end;3.6666666666666665;4.0;4.0;78.0
BFC05;end;4.0;4.333333333333333;3.3333333333333335;65.0
BFC06;end;4.0;3.6666666666666665;4.0;73.66666666666667
BFC07;end;3.3333333333333335;3.0;3.0;68.0
BFC08;end;3.3333333333333335;2.6666666666666665;3.0;50.333333333333336
BFC09;end;4.0;4.0;4.0;73.0
BFC10;end;3.6666666666666665;4.0;3.0;66.0
BOD01;end;2.6666666666666665;2.3333333333333335;2.6666666666666665;53.666666666666664
BOD02;end;4.0;2.6666666666666665;3.6666666666666665;72.0
BOD03;end;4.0;4.0;3.6666666666666665;76.0
BOD04;end;2.6666666666666665;2.3333333333333335;2.3333333333333335;42.0
BOD05;end;3.6666666666666665;3.0;3.3333333333333335;65.66666666666667
