Input.name;clip;Answer.Competence;Answer.Engagement;Answer.Persuasiveness;Answer.Global
ALS01;beginning;4.666666666666667;4.333333333333333;4.0;84.33333333333333
ALS02;beginning;3.0;3.3333333333333335;3.3333333333333335;61.333333333333336
ALS03;beginning;4.333333333333333;3.6666666666666665;4.0;84.0
ALS04;beginning;4.0;4.0;4.0;70.0
ALS05;beginning;3.3333333333333335;2.6666666666666665;3.0;55.333333333333336
ALS06;beginning;4.333333333333333;3.6666666666666665;3.3333333333333335;65.33333333333333
ALS07;beginning;3.6666666666666665;3.0;3.3333333333333335;62.666666666666664
ALS08;beginning;4.0;4.0;4.333333333333333;76.33333333333333
ALS09;beginning;4.0;4.333333333333333;4.333333333333333;78.0
ALS10;beginning;3.0;2.6666666666666665;3.0;55.666666666666664
ALS11;beginning;3.6666666666666665;4.333333333333333;3.3333333333333335;67.0
ANT01;beginning;4.0;4.333333333333333;4.0;79.33333333333333
ANT02;beginning;3.6666666666666665;3.0;3.3333333333333335;54.0
BFC01;beginning;4.0;3.6666666666666665;4.0;78.66666666666667
BFC02;beginning;3.6666666666666665;2.6666666666666665;3.6666666666666665;62.666666666666664
BFC03;beginning;4.0;2.6666666666666665;4.0;70.33333333333333
BFC04;beginning;4.0;4.333333333333333;3.3333333333333335;61.0
BFC05;beginning;3.6666666666666665;3.3333333333333335;3.6666666666666665;68.66666666666667
BFC06;beginning;4.0;4.333333333333333;4.0;74.33333333333333
BFC07;beginning;3.3333333333333335;2.3333333333333335;3.3333333333333335;60.0
BFC08;beginning;3.6666666666666665;1.6666666666666667;3.0;68.33333333333333
BFC09;beginning;3.6666666666666665;2.3333333333333335;3.0;73.0
BFC10;beginning;2.6666666666666665;2.0;2.6666666666666665;59.333333333333336
BOD01;beginning;4.0;3.0;3.0;56.333333333333336
BOD02;beginning;3.3333333333333335;3.6666666666666665;3.0;73.0
BOD03;beginning;4.0;4.0;3.3333333333333335;72.0
BOD04;beginning;3.6666666666666665;3.3333333333333335;3.6666666666666665;69.66666666666667
BOD05;beginning;3.3333333333333335;3.0;3.3333333333333335;71.0
BOD06;beginning;4.0;3.6666666666666665;2.6666666666666665;70.33333333333333
BOD07;beginning;4.666666666666667;4.333333333333333;4.333333333333333;81.66666666666667
BOD08;beginning;3.6666666666666665;3.3333333333333335;3.3333333333333335;58.0
BOD09;beginning;4.0;3.3333333333333335;3.6666666666666665;74.33333333333333
BOD10;beginning;3.3333333333333335;2.6666666666666665;3.0;57.666666666666664
BOD11;beginning;2.6666666666666665;2.6666666666666665;2.6666666666666665;45.333333333333336
BOD12;beginning;3.3333333333333335;3.3333333333333335;3.0;57.0
BOD13;beginning;3.3333333333333335;3.0;3.3333333333333335;59.666666666666664
BOD14;beginning;4.0;4.333333333333333;4.0;72.0
BOD15;beginning;3.3333333333333335;3.3333333333333335;3.6666666666666665;67.66666666666667
BOD16;beginning;4.0;3.0;3.6666666666666665;65.33333333333333
BRE01;beginning;3.3333333333333335;3.6666666666666665;3.6666666666666665;67.66666666666667
BRE02;beginning;4.333333333333333;4.333333333333333;4.333333333333333;83.66666666666667
BRE03;beginning;3.3333333333333335;3.3333333333333335;3.6666666666666665;78.33333333333333
BRE04;beginning;3.6666666666666665;3.0;3.6666666666666665;75.66666666666667
BRE05;beginning;4.333333333333333;3.6666666666666665;4.333333333333333;89.33333333333333
BRE06;beginning;3.3333333333333335;3.0;3.0;60.0
BRE07;beginning;3.3333333333333335;3.3333333333333335;3.6666666666666665;75.0
BRE08;beginning;4.0;3.3333333333333335;3.3333333333333335;79.0
BRE09;beginning;4.333333333333333;3.6666666666666665;4.0;68.66666666666667
BRE10;beginning;3.6666666666666665;3.6666666666666665;4.333333333333333;83.66666666666667
BRE11;beginning;3.3333333333333335;2.6666666666666665;3.3333333333333335;55.333333333333336
BRE12;beginning;4.666666666666667;5.0;5.0;94.33333333333333
BRE13;beginning;4.0;3.6666666666666665;4.0;69.33333333333333
BRE14;beginning;4.0;3.6666666666666665;4.0;76.66666666666667
BRE15;beginning;3.6666666666666665;3.0;3.0;72.0
BRE16;beginning;4.0;3.3333333333333335;4.333333333333333;71.0
CFE01;beginning;3.6666666666666665;2.6666666666666665;3.6666666666666665;67.33333333333333
CFE02;beginning;4.666666666666667;4.666666666666667;4.666666666666667;89.33333333333333
CFE03;beginning;3.6666666666666665;3.3333333333333335;3.0;73.66666666666667
CFE04;beginning;4.0;3.3333333333333335;4.333333333333333;86.66666666666667
CFE05;beginning;4.0;3.3333333333333335;4.0;74.33333333333333
CFE06;beginning;4.0;3.6666666666666665;3.3333333333333335;67.66666666666667
CFE07;beginning;4.333333333333333;3.0;4.0;74.33333333333333
CFE08;beginning;4.0;4.333333333333333;4.0;84.0
CFE09;beginning;3.6666666666666665;3.6666666666666665;3.3333333333333335;57.333333333333336
CFE10;beginning;3.6666666666666665;3.0;3.0;58.666666666666664
CFE11;beginning;3.3333333333333335;4.0;2.6666666666666665;64.66666666666667
CVL01;beginning;3.3333333333333335;3.3333333333333335;3.6666666666666665;57.333333333333336
CVL02;beginning;4.333333333333333;4.666666666666667;4.333333333333333;80.33333333333333
CVL03;beginning;4.333333333333333;3.0;4.0;79.0
CVL04;beginning;3.3333333333333335;3.3333333333333335;3.3333333333333335;58.666666666666664
GRE01;beginning;3.6666666666666665;3.6666666666666665;3.3333333333333335;76.66666666666667
GRE02;beginning;3.3333333333333335;3.0;3.0;63.666666666666664
GRE03;beginning;3.3333333333333335;3.3333333333333335;2.6666666666666665;61.0
GRE04;beginning;4.0;4.0;4.0;79.66666666666667
GRE05;beginning;3.6666666666666665;3.6666666666666665;3.6666666666666665;74.0
GRE06;beginning;4.0;4.0;3.6666666666666665;66.66666666666667
GRE07;beginning;3.6666666666666665;3.3333333333333335;3.3333333333333335;78.66666666666667
GRE08;beginning;4.333333333333333;4.0;3.6666666666666665;80.66666666666667
GRE09;beginning;4.333333333333333;4.0;4.0;80.66666666666667
GRE10;beginning;4.333333333333333;3.3333333333333335;4.666666666666667;84.66666666666667
GRE11;beginning;4.0;2.6666666666666665;3.0;71.33333333333333
GRE12;beginning;3.6666666666666665;4.0;3.6666666666666665;75.0
GRE13;beginning;3.3333333333333335;3.0;3.6666666666666665;75.0
GRE14;beginning;4.333333333333333;3.6666666666666665;4.0;73.33333333333333
GRE15;beginning;4.333333333333333;3.6666666666666665;3.6666666666666665;67.33333333333333
HES01;beginning;3.6666666666666665;3.6666666666666665;3.3333333333333335;64.0
HES02;beginning;3.6666666666666665;2.0;2.6666666666666665;57.0
HES03;beginning;3.0;3.6666666666666665;2.6666666666666665;40.0
HES04;beginning;4.0;3.6666666666666665;3.0;62.666666666666664
HES05;beginning;4.0;3.6666666666666665;3.0;59.333333333333336
HES06;beginning;3.3333333333333335;3.6666666666666665;4.0;65.66666666666667
HES07;beginning;3.0;3.3333333333333335;3.6666666666666665;66.33333333333333
HES08;beginning;4.0;4.333333333333333;4.0;81.33333333333333
LDV01;beginning;4.0;3.6666666666666665;4.0;78.0
LDV02;beginning;3.3333333333333335;3.6666666666666665;3.6666666666666665;60.666666666666664
LDV03;beginning;3.6666666666666665;3.0;3.6666666666666665;69.66666666666667
LDV04;beginning;3.0;3.6666666666666665;4.0;62.0
LDV05;beginning;4.333333333333333;3.6666666666666665;3.3333333333333335;68.0
LDV06;beginning;3.3333333333333335;3.6666666666666665;3.3333333333333335;77.66666666666667
LDV07;beginning;4.0;3.0;4.333333333333333;75.0
LDV08;beginning;4.666666666666667;4.666666666666667;4.0;82.0
LDV09;beginning;3.3333333333333335;3.3333333333333335;3.0;60.0
LDV10;beginning;4.0;3.6666666666666665;3.3333333333333335;69.0
LOR01;beginning;4.0;4.333333333333333;4.0;62.0
LOR02;beginning;4.333333333333333;4.666666666666667;4.333333333333333;86.0
LOR03;beginning;4.333333333333333;4.0;4.0;85.33333333333333
LOR04;beginning;3.6666666666666665;4.666666666666667;3.6666666666666665;81.0
LOR05;beginning;4.0;3.6666666666666665;4.333333333333333;78.33333333333333
LOR06;beginning;4.0;3.6666666666666665;3.0;68.66666666666667
LOR07;beginning;4.333333333333333;4.333333333333333;4.333333333333333;80.66666666666667
LOR08;beginning;3.6666666666666665;4.333333333333333;3.3333333333333335;73.33333333333333
LOR09;beginning;3.6666666666666665;3.3333333333333335;2.6666666666666665;56.0
LOR10;beginning;3.6666666666666665;3.3333333333333335;3.6666666666666665;67.0
LRE01;beginning;3.6666666666666665;4.0;3.0;45.666666666666664
LRE02;beginning;4.333333333333333;3.6666666666666665;3.3333333333333335;65.33333333333333
LRE03;beginning;2.3333333333333335;2.6666666666666665;3.0;50.666666666666664
LRE04;beginning;4.0;4.333333333333333;4.0;80.66666666666667
LRE05;beginning;3.3333333333333335;3.3333333333333335;3.6666666666666665;64.33333333333333
LRE06;beginning;3.6666666666666665;3.3333333333333335;3.3333333333333335;62.0
LRE07;beginning;4.0;3.6666666666666665;2.6666666666666665;64.33333333333333
LRE08;beginning;2.3333333333333335;3.6666666666666665;3.0;57.0
LRE09;beginning;2.6666666666666665;2.6666666666666665;2.6666666666666665;50.666666666666664
LRE10;beginning;3.6666666666666665;4.0;3.6666666666666665;59.666666666666664
LRE11;beginning;4.0;2.6666666666666665;3.3333333333333335;70.66666666666667
LYO01;beginning;4.333333333333333;4.666666666666667;4.333333333333333;88.0
LYO02;beginning;3.6666666666666665;3.6666666666666665;3.0;56.0
LYO03;beginning;4.0;3.3333333333333335;4.333333333333333;67.0
LYO04;beginning;4.333333333333333;2.6666666666666665;3.3333333333333335;69.33333333333333
LYO05;beginning;4.333333333333333;4.0;3.6666666666666665;81.0
LYO06;beginning;5.0;4.0;4.333333333333333;86.33333333333333
LYO07;beginning;4.666666666666667;4.0;4.333333333333333;83.33333333333333
LYO08;beginning;4.333333333333333;3.6666666666666665;3.0;62.333333333333336
LYO09;beginning;4.333333333333333;4.666666666666667;4.333333333333333;90.66666666666667
LYO10;beginning;4.333333333333333;3.6666666666666665;4.666666666666667;83.33333333333333
LYO11;beginning;4.666666666666667;4.333333333333333;5.0;78.66666666666667
LYO12;beginning;3.6666666666666665;3.6666666666666665;3.3333333333333335;72.33333333333333
LYO13;beginning;4.333333333333333;3.3333333333333335;3.3333333333333335;81.0
LYO14;beginning;4.333333333333333;4.0;4.0;75.66666666666667
NOR01;beginning;4.0;4.0;3.6666666666666665;67.66666666666667
NOR02;beginning;3.3333333333333335;2.6666666666666665;3.0;65.33333333333333
NOR03;beginning;3.6666666666666665;3.3333333333333335;3.3333333333333335;66.33333333333333
NOR04;beginning;3.6666666666666665;3.3333333333333335;3.0;67.66666666666667
NOR05;beginning;3.0;3.3333333333333335;2.6666666666666665;57.0
NOR06;beginning;4.0;4.0;3.6666666666666665;77.66666666666667
NOR07;beginning;3.3333333333333335;3.6666666666666665;1.6666666666666667;38.0
NOR08;beginning;4.0;3.3333333333333335;4.0;73.0
NOR09;beginning;3.6666666666666665;3.3333333333333335;3.0;61.0
NOR10;beginning;4.666666666666667;4.0;4.333333333333333;81.66666666666667
NOR11;beginning;4.0;3.6666666666666665;3.6666666666666665;72.66666666666667
NOR12;beginning;4.666666666666667;3.3333333333333335;4.0;80.66666666666667
OCM01;beginning;4.0;4.0;4.333333333333333;76.66666666666667
OCM02;beginning;3.0;2.6666666666666665;2.6666666666666665;59.333333333333336
OCM03;beginning;4.333333333333333;3.6666666666666665;4.0;76.0
OCM04;beginning;3.6666666666666665;4.0;4.0;80.33333333333333
OCM05;beginning;3.0;3.0;2.6666666666666665;52.666666666666664
OCM06;beginning;3.6666666666666665;2.6666666666666665;3.0;71.33333333333333
OCM07;beginning;4.333333333333333;3.6666666666666665;4.0;86.0
OCM08;beginning;3.6666666666666665;4.0;3.6666666666666665;73.66666666666667
OCM09;beginning;3.6666666666666665;3.3333333333333335;3.0;63.666666666666664
OCM10;beginning;3.3333333333333335;4.0;3.3333333333333335;78.0
OCM11;beginning;3.3333333333333335;3.6666666666666665;2.6666666666666665;62.0
OCM12;beginning;4.0;3.3333333333333335;3.3333333333333335;71.66666666666667
OCM13;beginning;4.333333333333333;4.333333333333333;4.0;85.33333333333333
OCM14;beginning;4.333333333333333;3.6666666666666665;4.0;82.66666666666667
